Colsample,learning_rate,Max_depth,Profit
0.9,0.19,6.0,0.47
0.9,0.19,7.0,0.44
0.9,0.19,8.0,0.39
0.9,0.19,9.0,0.43
0.9,0.19,10.0,0.42
0.9,0.19,11.0,0.35
0.9,0.19,12.0,0.36
0.9,0.19,13.0,0.37
0.9,0.19,14.0,0.42
0.9,0.19,15.0,0.39
0.9,0.19,16.0,0.37
0.9,0.19,17.0,0.4
0.9,0.19,18.0,0.4
0.9,0.19,19.0,0.4
0.9,0.19,20.0,0.4
0.9,0.19,21.0,0.4
0.9,0.19,22.0,0.4
0.9,0.19,23.0,0.4
0.9,0.19,24.0,0.4
0.9,0.19,25.0,0.4
0.9,0.19,26.0,0.4
0.9,0.19,27.0,0.4
0.9,0.19,28.0,0.4
0.9,0.19,29.0,0.4
0.9,0.2,2.0,0.44
0.9,0.2,3.0,0.41
0.9,0.2,4.0,0.42
0.9,0.2,5.0,0.4
0.9,0.2,6.0,0.38
0.9,0.2,7.0,0.44
0.9,0.2,8.0,0.42
0.9,0.2,9.0,0.4
0.9,0.2,10.0,0.4
0.9,0.2,11.0,0.42
0.9,0.2,12.0,0.42
0.9,0.2,13.0,0.42
0.9,0.2,14.0,0.43
0.9,0.2,15.0,0.39
0.9,0.2,16.0,0.38
0.9,0.2,17.0,0.4
0.9,0.2,18.0,0.4
0.9,0.2,19.0,0.4
0.9,0.2,20.0,0.4
0.9,0.2,21.0,0.4
0.9,0.2,22.0,0.4
0.9,0.2,23.0,0.4
0.9,0.2,24.0,0.4
0.9,0.2,25.0,0.4
0.9,0.2,26.0,0.4
0.9,0.2,27.0,0.4
0.9,0.2,28.0,0.4
0.9,0.2,29.0,0.4
0.9,0.21,2.0,0.42
0.9,0.21,3.0,0.45
0.9,0.21,4.0,0.38
0.9,0.21,5.0,0.43
0.9,0.21,6.0,0.38
0.9,0.21,7.0,0.43
0.9,0.21,8.0,0.39
0.9,0.21,9.0,0.41
0.9,0.21,10.0,0.38
0.9,0.21,11.0,0.44
0.9,0.21,12.0,0.37
0.9,0.21,13.0,0.38
0.9,0.21,14.0,0.38
0.9,0.21,15.0,0.38
0.9,0.21,16.0,0.4
0.9,0.21,17.0,0.4
0.9,0.21,18.0,0.4
0.9,0.21,19.0,0.4
0.9,0.21,20.0,0.4
0.9,0.21,21.0,0.4
0.9,0.21,22.0,0.4
0.9,0.21,23.0,0.4
0.9,0.21,24.0,0.4
0.9,0.21,25.0,0.4
0.9,0.21,26.0,0.4
0.9,0.21,27.0,0.4
0.9,0.21,28.0,0.4
0.9,0.21,29.0,0.4
0.9,0.22,2.0,0.42
0.9,0.22,3.0,0.41
0.9,0.22,4.0,0.42
0.9,0.22,5.0,0.39
0.9,0.22,6.0,0.42
0.9,0.22,7.0,0.42
0.9,0.22,8.0,0.42
0.9,0.22,9.0,0.39
0.9,0.22,10.0,0.37
0.9,0.22,11.0,0.39
0.9,0.22,12.0,0.4
0.9,0.22,13.0,0.4
0.9,0.22,14.0,0.38
0.9,0.22,15.0,0.42
0.9,0.22,16.0,0.44
0.9,0.22,17.0,0.44
0.9,0.22,18.0,0.44
0.9,0.22,19.0,0.44
0.9,0.22,20.0,0.44
0.9,0.22,21.0,0.44
0.9,0.22,22.0,0.44
0.9,0.22,23.0,0.44
0.9,0.22,24.0,0.44
0.9,0.22,25.0,0.44
0.9,0.22,26.0,0.44
0.9,0.22,27.0,0.44
0.9,0.22,28.0,0.44
0.9,0.22,29.0,0.44
0.9,0.23,2.0,0.41
0.9,0.23,3.0,0.43
0.9,0.23,4.0,0.4
0.9,0.23,5.0,0.4
0.9,0.23,6.0,0.43
0.9,0.23,7.0,0.36
0.9,0.23,8.0,0.4
0.9,0.23,9.0,0.39
0.9,0.23,10.0,0.41
0.9,0.23,11.0,0.4
0.9,0.23,12.0,0.39
0.9,0.23,13.0,0.41
0.9,0.23,14.0,0.4
0.9,0.23,15.0,0.42
0.9,0.23,16.0,0.4
0.9,0.23,17.0,0.4
0.9,0.23,18.0,0.4
0.9,0.23,19.0,0.4
0.9,0.23,20.0,0.4
0.9,0.23,21.0,0.4
0.9,0.23,22.0,0.4
0.9,0.23,23.0,0.4
0.9,0.23,24.0,0.4
0.9,0.23,25.0,0.4
0.9,0.23,26.0,0.4
0.9,0.23,27.0,0.4
0.9,0.23,28.0,0.4
0.9,0.23,29.0,0.4
0.9,0.24,2.0,0.41
0.9,0.24,3.0,0.4
0.9,0.24,4.0,0.4
0.9,0.24,5.0,0.43
0.9,0.24,6.0,0.38
0.9,0.24,7.0,0.46
0.9,0.24,8.0,0.41
0.9,0.24,9.0,0.39
0.9,0.24,10.0,0.33
0.9,0.24,11.0,0.41
0.9,0.24,12.0,0.4
0.9,0.24,13.0,0.37
0.9,0.24,14.0,0.4
0.9,0.24,15.0,0.4
0.9,0.24,16.0,0.4
0.9,0.24,17.0,0.4
0.9,0.24,18.0,0.4
0.9,0.24,19.0,0.4
0.9,0.24,20.0,0.4
0.9,0.24,21.0,0.4
0.9,0.24,22.0,0.4
0.9,0.24,23.0,0.4
0.9,0.24,24.0,0.4
0.9,0.24,25.0,0.4
0.9,0.24,26.0,0.4
0.9,0.24,27.0,0.4
0.9,0.24,28.0,0.4
0.9,0.24,29.0,0.4
0.9,0.25,2.0,0.44
0.9,0.25,3.0,0.43
0.9,0.25,4.0,0.42
0.9,0.25,5.0,0.37
0.9,0.25,6.0,0.39
0.9,0.25,7.0,0.43
0.9,0.25,8.0,0.44
0.9,0.25,9.0,0.42
0.9,0.25,10.0,0.39
0.9,0.25,11.0,0.43
0.9,0.25,12.0,0.35
0.9,0.25,13.0,0.39
0.9,0.25,14.0,0.4
0.9,0.25,15.0,0.39
0.9,0.25,16.0,0.42
0.9,0.25,17.0,0.42
0.9,0.25,18.0,0.42
0.9,0.25,19.0,0.42
0.9,0.25,20.0,0.42
0.9,0.25,21.0,0.42
0.9,0.25,22.0,0.42
0.9,0.25,23.0,0.42
0.9,0.25,24.0,0.42
0.9,0.25,25.0,0.42
0.9,0.25,26.0,0.42
0.9,0.25,27.0,0.42
0.9,0.25,28.0,0.42
0.9,0.25,29.0,0.42
0.9,0.26,2.0,0.4
0.9,0.26,3.0,0.42
0.9,0.26,4.0,0.43
0.9,0.26,5.0,0.42
0.9,0.26,6.0,0.4
0.9,0.26,7.0,0.41
0.9,0.26,8.0,0.4
0.9,0.26,9.0,0.41
0.9,0.26,10.0,0.4
0.9,0.26,11.0,0.38
0.9,0.26,12.0,0.38
0.9,0.26,13.0,0.39
0.9,0.26,14.0,0.36
0.9,0.26,15.0,0.42
0.9,0.26,16.0,0.43
0.9,0.26,17.0,0.43
0.9,0.26,18.0,0.43
0.9,0.26,19.0,0.43
0.9,0.26,20.0,0.43
0.9,0.26,21.0,0.43
0.9,0.26,22.0,0.43
0.9,0.26,23.0,0.43
0.9,0.26,24.0,0.43
0.9,0.26,25.0,0.43
0.9,0.26,26.0,0.43
0.9,0.26,27.0,0.43
0.9,0.26,28.0,0.43
0.9,0.26,29.0,0.43
0.9,0.27,2.0,0.44
0.9,0.27,3.0,0.41
0.9,0.27,4.0,0.38
0.9,0.27,5.0,0.43
0.9,0.27,6.0,0.4
0.9,0.27,7.0,0.4
0.9,0.27,8.0,0.41
0.9,0.27,9.0,0.42
0.9,0.27,10.0,0.4
0.9,0.27,11.0,0.39
0.9,0.27,12.0,0.37
0.9,0.27,13.0,0.39
0.9,0.27,14.0,0.39
0.9,0.27,15.0,0.4
0.9,0.27,16.0,0.43
0.9,0.27,17.0,0.43
0.9,0.27,18.0,0.43
0.9,0.27,19.0,0.43
0.9,0.27,20.0,0.43
0.9,0.27,21.0,0.43
0.9,0.27,22.0,0.43
0.9,0.27,23.0,0.43
0.9,0.27,24.0,0.43
0.9,0.27,25.0,0.43
0.9,0.27,26.0,0.43
0.9,0.27,27.0,0.43
0.9,0.27,28.0,0.43
0.9,0.27,29.0,0.43
0.9,0.28,2.0,0.43
0.9,0.28,3.0,0.44
0.9,0.28,4.0,0.38
0.9,0.28,5.0,0.38
0.9,0.28,6.0,0.39
0.9,0.28,7.0,0.4
0.9,0.28,8.0,0.43
0.9,0.28,9.0,0.4
0.9,0.28,10.0,0.4
0.9,0.28,11.0,0.42
0.9,0.28,12.0,0.45
0.9,0.28,13.0,0.41
0.9,0.28,14.0,0.39
0.9,0.28,15.0,0.41
0.9,0.28,16.0,0.36
0.9,0.28,17.0,0.36
0.9,0.28,18.0,0.36
0.9,0.28,19.0,0.36
0.9,0.28,20.0,0.36
0.9,0.28,21.0,0.36
0.9,0.28,22.0,0.36
0.9,0.28,23.0,0.36
0.9,0.28,24.0,0.36
0.9,0.28,25.0,0.36
0.9,0.28,26.0,0.36
0.9,0.28,27.0,0.36
0.9,0.28,28.0,0.36
0.9,0.28,29.0,0.36
0.9,0.29,2.0,0.42
0.9,0.29,3.0,0.41
0.9,0.29,4.0,0.38
0.9,0.29,5.0,0.39
0.9,0.29,6.0,0.42
0.9,0.29,7.0,0.43
0.9,0.29,8.0,0.45
0.9,0.29,9.0,0.41
0.9,0.29,10.0,0.42
0.9,0.29,11.0,0.38
0.9,0.29,12.0,0.41
0.9,0.29,13.0,0.38
0.9,0.29,14.0,0.36
0.9,0.29,15.0,0.4
0.9,0.29,16.0,0.43
0.9,0.29,17.0,0.4
0.9,0.29,18.0,0.4
0.9,0.29,19.0,0.4
0.9,0.29,20.0,0.4
0.9,0.29,21.0,0.4
0.9,0.29,22.0,0.4
0.9,0.29,23.0,0.4
0.9,0.29,24.0,0.4
0.9,0.29,25.0,0.4
0.9,0.29,26.0,0.4
0.9,0.29,27.0,0.4
0.9,0.29,28.0,0.4
0.9,0.29,29.0,0.4
0.9,0.3,2.0,0.42
0.9,0.3,3.0,0.43
0.9,0.3,4.0,0.37
0.9,0.3,5.0,0.38
0.9,0.3,6.0,0.43
0.9,0.3,7.0,0.43
0.9,0.3,8.0,0.43
0.9,0.3,9.0,0.45
0.9,0.3,10.0,0.36
0.9,0.3,11.0,0.43
0.9,0.3,12.0,0.36
0.9,0.3,13.0,0.4
0.9,0.3,14.0,0.41
0.9,0.3,15.0,0.43
0.9,0.3,16.0,0.42
0.9,0.3,17.0,0.38
0.9,0.3,18.0,0.38
0.9,0.3,19.0,0.38
0.9,0.3,20.0,0.38
0.9,0.3,21.0,0.38
0.9,0.3,22.0,0.38
0.9,0.3,23.0,0.38
0.9,0.3,24.0,0.38
0.9,0.3,25.0,0.38
0.9,0.3,26.0,0.38
0.9,0.3,27.0,0.38
0.9,0.3,28.0,0.38
0.9,0.3,29.0,0.38
0.9,0.31,2.0,0.44
0.9,0.31,3.0,0.43
0.9,0.31,4.0,0.39
0.9,0.31,5.0,0.4
0.9,0.31,6.0,0.42
0.9,0.31,7.0,0.45
0.9,0.31,8.0,0.39
0.9,0.31,9.0,0.44
0.9,0.31,10.0,0.41
0.9,0.31,11.0,0.42
0.9,0.31,12.0,0.4
0.9,0.31,13.0,0.4
0.9,0.31,14.0,0.44
0.9,0.31,15.0,0.39
0.9,0.31,16.0,0.4
0.9,0.31,17.0,0.41
0.9,0.31,18.0,0.41
0.9,0.31,19.0,0.41
0.9,0.31,20.0,0.41
0.9,0.31,21.0,0.41
0.9,0.31,22.0,0.41
0.9,0.31,23.0,0.41
0.9,0.31,24.0,0.41
0.9,0.31,25.0,0.41
0.9,0.31,26.0,0.41
0.9,0.31,27.0,0.41
0.9,0.31,28.0,0.41
0.9,0.31,29.0,0.41
0.9,0.32,2.0,0.43
0.9,0.32,3.0,0.41
0.9,0.32,4.0,0.36
0.9,0.32,5.0,0.44
0.9,0.32,6.0,0.42
0.9,0.32,7.0,0.42
0.9,0.32,8.0,0.51
0.9,0.32,9.0,0.44
0.9,0.32,10.0,0.42
0.9,0.32,11.0,0.46
0.9,0.32,12.0,0.38
0.9,0.32,13.0,0.4
0.9,0.32,14.0,0.41
0.9,0.32,15.0,0.39
0.9,0.32,16.0,0.42
0.9,0.32,17.0,0.42
0.9,0.32,18.0,0.42
0.9,0.32,19.0,0.42
0.9,0.32,20.0,0.42
0.9,0.32,21.0,0.42
0.9,0.32,22.0,0.42
0.9,0.32,23.0,0.42
0.9,0.32,24.0,0.42
0.9,0.32,25.0,0.42
0.9,0.32,26.0,0.42
0.9,0.32,27.0,0.42
0.9,0.32,28.0,0.42
0.9,0.32,29.0,0.42
0.9,0.33,2.0,0.41
0.9,0.33,3.0,0.42
0.9,0.33,4.0,0.41
0.9,0.33,5.0,0.44
0.9,0.33,6.0,0.44
0.9,0.33,7.0,0.42
0.9,0.33,8.0,0.38
0.9,0.33,9.0,0.4
0.9,0.33,10.0,0.44
0.9,0.33,11.0,0.41
0.9,0.33,12.0,0.4
0.9,0.33,13.0,0.4
0.9,0.33,14.0,0.38
0.9,0.33,15.0,0.42
0.9,0.33,16.0,0.4
0.9,0.33,17.0,0.4
0.9,0.33,18.0,0.4
0.9,0.33,19.0,0.4
0.9,0.33,20.0,0.4
0.9,0.33,21.0,0.4
0.9,0.33,22.0,0.4
0.9,0.33,23.0,0.4
0.9,0.33,24.0,0.4
0.9,0.33,25.0,0.4
0.9,0.33,26.0,0.4
0.9,0.33,27.0,0.4
0.9,0.33,28.0,0.4
0.9,0.33,29.0,0.4
0.9,0.34,2.0,0.46
0.9,0.34,3.0,0.43
0.9,0.34,4.0,0.43
0.9,0.34,5.0,0.41
0.9,0.34,6.0,0.38
0.9,0.34,7.0,0.43
0.9,0.34,8.0,0.41
0.9,0.34,9.0,0.4
0.9,0.34,10.0,0.38
0.9,0.34,11.0,0.39
0.9,0.34,12.0,0.38
0.9,0.34,13.0,0.44
0.9,0.34,14.0,0.47
0.9,0.34,15.0,0.44
0.9,0.34,16.0,0.47
0.9,0.34,17.0,0.47
0.9,0.34,18.0,0.47
0.9,0.34,19.0,0.47
0.9,0.34,20.0,0.47
0.9,0.34,21.0,0.47
0.9,0.34,22.0,0.47
0.9,0.34,23.0,0.47
0.9,0.34,24.0,0.47
0.9,0.34,25.0,0.47
0.9,0.34,26.0,0.47
0.9,0.34,27.0,0.47
0.9,0.34,28.0,0.47
0.9,0.34,29.0,0.47
0.9,0.35,2.0,0.45
0.9,0.35,3.0,0.41
0.9,0.35,4.0,0.39
0.9,0.35,5.0,0.44
0.9,0.35,6.0,0.41
0.9,0.35,7.0,0.42
0.9,0.35,8.0,0.38
0.9,0.35,9.0,0.44
0.9,0.35,10.0,0.42
0.9,0.35,11.0,0.4
0.9,0.35,12.0,0.41
0.9,0.35,13.0,0.42
0.9,0.35,14.0,0.41
0.9,0.35,15.0,0.44
0.9,0.35,16.0,0.46
0.9,0.35,17.0,0.46
0.9,0.35,18.0,0.37
0.9,0.35,19.0,0.37
0.9,0.35,20.0,0.37
0.9,0.35,21.0,0.37
0.9,0.35,22.0,0.37
0.9,0.35,23.0,0.37
0.9,0.35,24.0,0.37
0.9,0.35,25.0,0.37
0.9,0.35,26.0,0.37
0.9,0.35,27.0,0.37
0.9,0.35,28.0,0.37
0.9,0.35,29.0,0.37
0.9,0.36,2.0,0.4
0.9,0.36,3.0,0.4
0.9,0.36,4.0,0.37
0.9,0.36,5.0,0.41
0.9,0.36,6.0,0.4
0.9,0.36,7.0,0.42
0.9,0.36,8.0,0.46
0.9,0.36,9.0,0.46
0.9,0.36,10.0,0.42
0.9,0.36,11.0,0.4
0.9,0.36,12.0,0.4
0.9,0.36,13.0,0.42
0.9,0.36,14.0,0.44
0.9,0.36,15.0,0.42
0.9,0.36,16.0,0.46
0.9,0.36,17.0,0.42
0.9,0.36,18.0,0.42
0.9,0.36,19.0,0.42
0.9,0.36,20.0,0.42
0.9,0.36,21.0,0.42
0.9,0.36,22.0,0.42
0.9,0.36,23.0,0.42
0.9,0.36,24.0,0.42
0.9,0.36,25.0,0.42
0.9,0.36,26.0,0.42
0.9,0.36,27.0,0.42
0.9,0.36,28.0,0.42
0.9,0.36,29.0,0.42
0.9,0.37,2.0,0.4
0.9,0.37,3.0,0.44
0.9,0.37,4.0,0.37
0.9,0.37,5.0,0.39
0.9,0.37,6.0,0.39
0.9,0.37,7.0,0.4
0.9,0.37,8.0,0.44
0.9,0.37,9.0,0.46
0.9,0.37,10.0,0.44
0.9,0.37,11.0,0.4
0.9,0.37,12.0,0.41
0.9,0.37,13.0,0.41
0.9,0.37,14.0,0.44
0.9,0.37,15.0,0.37
0.9,0.37,16.0,0.4
0.9,0.37,17.0,0.41
0.9,0.37,18.0,0.45
0.9,0.37,19.0,0.45
0.9,0.37,20.0,0.45
0.9,0.37,21.0,0.45
0.9,0.37,22.0,0.45
0.9,0.37,23.0,0.45
0.9,0.37,24.0,0.45
0.9,0.37,25.0,0.45
0.9,0.37,26.0,0.45
0.9,0.37,27.0,0.45
0.9,0.37,28.0,0.45
0.9,0.37,29.0,0.45
0.9,0.38,2.0,0.39
0.9,0.38,3.0,0.42
0.9,0.38,4.0,0.39
0.9,0.38,5.0,0.43
0.9,0.38,6.0,0.36
0.9,0.38,7.0,0.44
0.9,0.38,8.0,0.44
0.9,0.38,9.0,0.45
0.9,0.38,10.0,0.48
0.9,0.38,11.0,0.4
0.9,0.38,12.0,0.38
0.9,0.38,13.0,0.43
0.9,0.38,14.0,0.39
0.9,0.38,15.0,0.42
0.9,0.38,16.0,0.41
0.9,0.38,17.0,0.42
0.9,0.38,18.0,0.42
0.9,0.38,19.0,0.42
0.9,0.38,20.0,0.42
0.9,0.38,21.0,0.42
0.9,0.38,22.0,0.42
0.9,0.38,23.0,0.42
0.9,0.38,24.0,0.42
0.9,0.38,25.0,0.42
0.9,0.38,26.0,0.42
0.9,0.38,27.0,0.42
0.9,0.38,28.0,0.42
0.9,0.38,29.0,0.42
0.9,0.39,2.0,0.44
0.9,0.39,3.0,0.44
0.9,0.39,4.0,0.42
0.9,0.39,5.0,0.38
0.9,0.39,6.0,0.4
0.9,0.39,7.0,0.44
0.9,0.39,8.0,0.39
0.9,0.39,9.0,0.33
0.9,0.39,10.0,0.44
0.9,0.39,11.0,0.43
0.9,0.39,12.0,0.45
0.9,0.39,13.0,0.4
0.9,0.39,14.0,0.43
0.9,0.39,15.0,0.43
0.9,0.39,16.0,0.44
0.9,0.39,17.0,0.39
0.9,0.39,18.0,0.44
0.9,0.39,19.0,0.44
0.9,0.39,20.0,0.44
0.9,0.39,21.0,0.44
0.9,0.39,22.0,0.44
0.9,0.39,23.0,0.44
0.9,0.39,24.0,0.44
0.9,0.39,25.0,0.44
0.9,0.39,26.0,0.44
0.9,0.39,27.0,0.44
0.9,0.39,28.0,0.44
0.9,0.39,29.0,0.44
0.9,0.4,2.0,0.4
0.9,0.4,3.0,0.42
0.9,0.4,4.0,0.41
0.9,0.4,5.0,0.47
0.9,0.4,6.0,0.43
0.9,0.4,7.0,0.46
0.9,0.4,8.0,0.36
0.9,0.4,9.0,0.39
0.9,0.4,10.0,0.41
0.9,0.4,11.0,0.44
0.9,0.4,12.0,0.4
0.9,0.4,13.0,0.38
0.9,0.4,14.0,0.43
0.9,0.4,15.0,0.43
0.9,0.4,16.0,0.42
0.9,0.4,17.0,0.4
0.9,0.4,18.0,0.43
0.9,0.4,19.0,0.43
0.9,0.4,20.0,0.43
0.9,0.4,21.0,0.43
0.9,0.4,22.0,0.43
0.9,0.4,23.0,0.43
0.9,0.4,24.0,0.43
0.9,0.4,25.0,0.43
0.9,0.4,26.0,0.43
0.9,0.4,27.0,0.43
0.9,0.4,28.0,0.43
0.9,0.4,29.0,0.43
0.9,0.41,2.0,0.38
0.9,0.41,3.0,0.44
0.9,0.41,4.0,0.38
0.9,0.41,5.0,0.41
0.9,0.41,6.0,0.4
0.9,0.41,7.0,0.42
0.9,0.41,8.0,0.47
0.9,0.41,9.0,0.43
0.9,0.41,10.0,0.41
0.9,0.41,11.0,0.39
0.9,0.41,12.0,0.41
0.9,0.41,13.0,0.34
0.9,0.41,14.0,0.39
0.9,0.41,15.0,0.32
0.9,0.41,16.0,0.38
0.9,0.41,17.0,0.41
0.9,0.41,18.0,0.41
0.9,0.41,19.0,0.41
0.9,0.41,20.0,0.41
0.9,0.41,21.0,0.41
0.9,0.41,22.0,0.41
0.9,0.41,23.0,0.41
0.9,0.41,24.0,0.41
0.9,0.41,25.0,0.41
0.9,0.41,26.0,0.41
0.9,0.41,27.0,0.41
0.9,0.41,28.0,0.41
0.9,0.41,29.0,0.41
0.9,0.42,2.0,0.41
0.9,0.42,3.0,0.43
0.9,0.42,4.0,0.41
0.9,0.42,5.0,0.35
0.9,0.42,6.0,0.41
0.9,0.42,7.0,0.44
0.9,0.42,8.0,0.42
0.9,0.42,9.0,0.38
0.9,0.42,10.0,0.34
0.9,0.42,11.0,0.36
0.9,0.42,12.0,0.38
0.9,0.42,13.0,0.39
0.9,0.42,14.0,0.41
0.9,0.42,15.0,0.4
0.9,0.42,16.0,0.41
0.9,0.42,17.0,0.39
0.9,0.42,18.0,0.37
0.9,0.42,19.0,0.37
0.9,0.42,20.0,0.37
0.9,0.42,21.0,0.37
0.9,0.42,22.0,0.37
0.9,0.42,23.0,0.37
0.9,0.42,24.0,0.37
0.9,0.42,25.0,0.37
0.9,0.42,26.0,0.37
0.9,0.42,27.0,0.37
0.9,0.42,28.0,0.37
0.9,0.42,29.0,0.37
0.9,0.43,2.0,0.41
0.9,0.43,3.0,0.43
0.9,0.43,4.0,0.39
0.9,0.43,5.0,0.42
0.9,0.43,6.0,0.39
0.9,0.43,7.0,0.46
0.9,0.43,8.0,0.41
0.9,0.43,9.0,0.38
0.9,0.43,10.0,0.4
0.9,0.43,11.0,0.39
0.9,0.43,12.0,0.39
0.9,0.43,13.0,0.4
0.9,0.43,14.0,0.4
0.9,0.43,15.0,0.43
0.9,0.43,16.0,0.39
0.9,0.43,17.0,0.46
0.9,0.43,18.0,0.4
0.9,0.43,19.0,0.4
0.9,0.43,20.0,0.4
0.9,0.43,21.0,0.4
0.9,0.43,22.0,0.4
0.9,0.43,23.0,0.4
0.9,0.43,24.0,0.4
0.9,0.43,25.0,0.4
0.9,0.43,26.0,0.4
0.9,0.43,27.0,0.4
0.9,0.43,28.0,0.4
0.9,0.43,29.0,0.4
0.9,0.44,2.0,0.45
0.9,0.44,3.0,0.43
0.9,0.44,4.0,0.38
0.9,0.44,5.0,0.43
0.9,0.44,6.0,0.44
0.9,0.44,7.0,0.44
0.9,0.44,8.0,0.43
0.9,0.44,9.0,0.33
0.9,0.44,10.0,0.36
0.9,0.44,11.0,0.37
0.9,0.44,12.0,0.44
0.9,0.44,13.0,0.38
0.9,0.44,14.0,0.37
0.9,0.44,15.0,0.39
0.9,0.44,16.0,0.44
0.9,0.44,17.0,0.43
0.9,0.44,18.0,0.42
0.9,0.44,19.0,0.42
0.9,0.44,20.0,0.42
0.9,0.44,21.0,0.42
0.9,0.44,22.0,0.42
0.9,0.44,23.0,0.42
0.9,0.44,24.0,0.42
0.9,0.44,25.0,0.42
0.9,0.44,26.0,0.42
0.9,0.44,27.0,0.42
0.9,0.44,28.0,0.42
0.9,0.44,29.0,0.42
0.9,0.45,2.0,0.4
0.9,0.45,3.0,0.37
0.9,0.45,4.0,0.44
0.9,0.45,5.0,0.38
0.9,0.45,6.0,0.37
0.9,0.45,7.0,0.46
0.9,0.45,8.0,0.4
0.9,0.45,9.0,0.42
0.9,0.45,10.0,0.4
0.9,0.45,11.0,0.38
0.9,0.45,12.0,0.37
0.9,0.45,13.0,0.42
0.9,0.45,14.0,0.37
0.9,0.45,15.0,0.4
0.9,0.45,16.0,0.43
0.9,0.45,17.0,0.35
0.9,0.45,18.0,0.4
0.9,0.45,19.0,0.4
0.9,0.45,20.0,0.4
0.9,0.45,21.0,0.4
0.9,0.45,22.0,0.4
0.9,0.45,23.0,0.4
0.9,0.45,24.0,0.4
0.9,0.45,25.0,0.4
0.9,0.45,26.0,0.4
0.9,0.45,27.0,0.4
0.9,0.45,28.0,0.4
0.9,0.45,29.0,0.4
0.9,0.46,2.0,0.45
0.9,0.46,3.0,0.41
0.9,0.46,4.0,0.4
0.9,0.46,5.0,0.43
0.9,0.46,6.0,0.43
0.9,0.46,7.0,0.41
0.9,0.46,8.0,0.45
0.9,0.46,9.0,0.37
0.9,0.46,10.0,0.44
0.9,0.46,11.0,0.42
0.9,0.46,12.0,0.4
0.9,0.46,13.0,0.36
0.9,0.46,14.0,0.43
0.9,0.46,15.0,0.38
0.9,0.46,16.0,0.4
0.9,0.46,17.0,0.39
0.9,0.46,18.0,0.42
0.9,0.46,19.0,0.42
0.9,0.46,20.0,0.42
0.9,0.46,21.0,0.42
0.9,0.46,22.0,0.42
0.9,0.46,23.0,0.42
0.9,0.46,24.0,0.42
0.9,0.46,25.0,0.42
0.9,0.46,26.0,0.42
0.9,0.46,27.0,0.42
0.9,0.46,28.0,0.42
0.9,0.46,29.0,0.42
0.9,0.47,2.0,0.44
0.9,0.47,3.0,0.41
0.9,0.47,4.0,0.39
0.9,0.47,5.0,0.42
0.9,0.47,6.0,0.44
0.9,0.47,7.0,0.39
0.9,0.47,8.0,0.43
0.9,0.47,9.0,0.43
0.9,0.47,10.0,0.48
0.9,0.47,11.0,0.37
0.9,0.47,12.0,0.41
0.9,0.47,13.0,0.41
0.9,0.47,14.0,0.38
0.9,0.47,15.0,0.4
0.9,0.47,16.0,0.4
0.9,0.47,17.0,0.39
0.9,0.47,18.0,0.45
0.9,0.47,19.0,0.45
0.9,0.47,20.0,0.45
0.9,0.47,21.0,0.45
0.9,0.47,22.0,0.45
0.9,0.47,23.0,0.45
0.9,0.47,24.0,0.45
0.9,0.47,25.0,0.45
0.9,0.47,26.0,0.45
0.9,0.47,27.0,0.45
0.9,0.47,28.0,0.45
0.9,0.47,29.0,0.45
0.9,0.48,2.0,0.43
0.9,0.48,3.0,0.4
0.9,0.48,4.0,0.44
0.9,0.48,5.0,0.41
0.9,0.48,6.0,0.38
0.9,0.48,7.0,0.38
0.9,0.48,8.0,0.39
0.9,0.48,9.0,0.4
0.9,0.48,10.0,0.42
0.9,0.48,11.0,0.42
0.9,0.48,12.0,0.4
0.9,0.48,13.0,0.43
0.9,0.48,14.0,0.43
0.9,0.48,15.0,0.35
0.9,0.48,16.0,0.43
0.9,0.48,17.0,0.39
0.9,0.48,18.0,0.43
0.9,0.48,19.0,0.43
0.9,0.48,20.0,0.43
0.9,0.48,21.0,0.43
0.9,0.48,22.0,0.43
0.9,0.48,23.0,0.43
0.9,0.48,24.0,0.43
0.9,0.48,25.0,0.43
0.9,0.48,26.0,0.43
0.9,0.48,27.0,0.43
0.9,0.48,28.0,0.43
0.9,0.48,29.0,0.43
0.9,0.49,2.0,0.44
0.9,0.49,3.0,0.41
0.9,0.49,4.0,0.39
0.9,0.49,5.0,0.42
0.9,0.49,6.0,0.42
0.9,0.49,7.0,0.4
0.9,0.49,8.0,0.41
0.9,0.49,9.0,0.37
0.9,0.49,10.0,0.38
0.9,0.49,11.0,0.43
0.9,0.49,12.0,0.41
0.9,0.49,13.0,0.41
0.9,0.49,14.0,0.4
0.9,0.49,15.0,0.41
0.9,0.49,16.0,0.38
0.9,0.49,17.0,0.4
0.9,0.49,18.0,0.39
0.9,0.49,19.0,0.39
0.9,0.49,20.0,0.39
0.9,0.49,21.0,0.39
0.9,0.49,22.0,0.39
0.9,0.49,23.0,0.39
0.9,0.49,24.0,0.39
0.9,0.49,25.0,0.39
0.9,0.49,26.0,0.39
0.9,0.49,27.0,0.39
0.9,0.49,28.0,0.39
0.9,0.49,29.0,0.39
0.9,0.5,2.0,0.41
0.9,0.5,3.0,0.4
0.9,0.5,4.0,0.43
0.9,0.5,5.0,0.35
0.9,0.5,6.0,0.38
0.9,0.5,7.0,0.38
0.9,0.5,8.0,0.41
0.9,0.5,9.0,0.41
0.9,0.5,10.0,0.39
